utt_id,speaker,reference,prediction,wer
C_013_0001_livingroom_curtain_LAO,C_013,Nagyszobában húzd szét a függönyt,nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a nagyszerűen a,29.4
C_013_0100_livingroom_radiator_LAO,C_013,Nagyszobában vedd lejjebb a radiátort,nagy szobában vett lejjába radiátort.,1.0
C_013_0010_smallroom_computer_AOL,C_013,Kapcsold be a számítógépet a kisszobában,"kapcsolj be, a számítógépert a kis szobában.",0.8333333333333334
C_013_0001_livingroom_computer_AOL,C_013,Kapcsold ki a számítógépet a nagyszobában,kapcsoljt ki a számítógépet a nagyszobában.,0.3333333333333333
C_013_0010_room_curtain_AOL,C_013,Húzd be a függönyt a szobában,A húst be a függőint a szobárban.,0.6666666666666666
C_013_0001_livingroom_vacuum_LAO,C_013,Nagyszobában kapcsold ki a porszívót,Nagy szobában kapcsolat kia porcívót.,1.0
C_013_0001_room_curtain_LAO,C_013,Szobában húzd szét a függönyt,szobában húzd szét a függöny.,0.4
C_013_0001_kitchen_fan_LAO,C_013,A konyhában kapcsold ki a ventilátort,konyhában kapcsolat kiaventi látartak.,0.8333333333333334
C_013_0010_room_radio_LAO,C_013,Szobában kapcsold be a rádiót,szobában kapcsód be a rádiót.,0.6
C_013_0001_room_radio_AOL,C_013,Kapcsold ki a rádiót a szobában,kapcsolt ki a rádiót a szobában.,0.3333333333333333
C_013_0101_NULL_NULL_A,C_013,Tárcsázd a fiamat,Terteszt a fiamat.,0.6666666666666666
C_013_1000_room_radiator_LAO,C_013,Szobában húzd fel a radiátort,szobában húzt fel a hadijától.,0.6
C_013_0100_smallroom_radiator_LAO,C_013,Kisszobában vedd lejjebb a radiátort,"Tisszobában vebleje, radiatort.",1.0
C_013_1111_corridor_TV_AOL,C_013,Váltsd csatornát a tévén a folyo folyosóba,Vágy satornát a tévéne. A szóval.,0.8571428571428571
C_013_1000_smallroom_shutter_LAO,C_013,Kisszobában húzd fel a redőnyt,kiszobában húzt fel a redőnyt.,0.6
C_013_1000_livingroom_shutter_AOL,C_013,Húzd fel a redőnyt a nagyszobában,húzd fel a redőinte a nagy szobában.,0.6666666666666666
C_014_1000_electricity_smallroom_LAO,C_014,Kisszobába kapcsold fel a villanyt,"Kisztem, bármokat csorcsót várja.",1.0
C_014_0001_heating_livingroom_AOL,C_014,Kapcsold ki a hőmérsékletet a nagyszobába,"Kaptjunk el a mérséget, hogy itt a mászomában.",1.0
C_014_0001_fan_smallroom_LAO,C_014,Kisszobába kapcsold ki a ventilátorokat,kis szobába kapcsolatni a ventilátor.,0.8
C_014_1000_TV_smallroom_AOL,C_014,Hangosítsd fel a tévét a kisszobába,"A mozsítson a TV-t, ki szabábba.",0.8333333333333334
C_014_0010_fan_room_LAO,C_014,A szobába kapcsold be a ventilátorokat,Szobából kapcsolva a ventilát.,0.8333333333333334
C_014_0010_toaster_kitchen_LAO,C_014,A konyhába kapcsold be a pirítógépet,Akkor nyávok abcsónba perjét vagyok.,1.0
C_014_0010_vacuum_smallroom_AOL,C_014,Kapcsold be a porszívót a kisszobába,kapcsolva porcival takisszolában.,1.0
C_014_0001_door_corridor_LAO,C_014,Folyosón nyisd ki az ajtót,"folyosan nincs jelen, zájtott.",1.0
C_014_0100_electricity_kitchen_LAO,C_014,Konyhába kapcsold le a villanyt,Konyhával kaptam el a külön.,0.8
C_014_0001_door_smallroom_LAO,C_014,Kisszobába nyisd ki a ajtót,Kiszó be van isti a ajtó.,1.0
C_014_0001_vacuum_corridor_AOL,C_014,Kapcsold ki a porszívót a folyosón,"Hát, hogy ját. Porsz jön, hogy a folyosok.",1.1666666666666667
C_014_0010_vacuum_room_AOL,C_014,Kapcsold be a porszívót a szobába,"Hát, hogy bárkborsz jól teszem rá, ma.",1.1666666666666667
C_014_0010_window_kitchen_LAO,C_014,Konyhába zárd be az ablakot,"Konyhába, zájba, zábra, konyhába.",1.0
C_014_0010_heating_room_LOA,C_014,Szoba hőmérsékletét kapcsold be,szubonyi érség adékot csorlát.,1.0
C_014_0001_washingmachine_bathroom_AOXL,C_014,Kapcsold be a mosógépet harminc fok fölötti hőmérséklet esetén a fürdőszobába,"kapcsolj be a sorgépet, 30 szakfőtti hőméseket esetni. Firdő szabába.",0.8181818181818182
C_014_0001_computer_livingroom_AOL,C_014,Kapcsold ki a számítógépet a nagyszobába,"Kaptam ki a számi, hogy tudjunk, hogy pedig lehet szóval.",1.3333333333333333
C_014_0001_vacuum_kitchen_AOL,C_014,Kapcsold ki a porszívót a konyhába,kapcsolatki a porc jól terkonyhába.,0.8333333333333334
C_014_0010_radio_smallroom_LAO,C_014,Kisszobába kapcsold be a rádiót,Kis szobába kakcsoljban állni a...,1.0
C_014_0001_window_kitchen_AOL,C_014,Nyisd ki az ablakot a konyhába,"Nincs kezőbb, hogy akar konyhába.",1.0
C_014_0100_heating_smallroom_AOL,C_014,Kapcsold le a hőmérsékletet a kisszobába,"Kaptur da a nézsgődre, kiszó bármó.",0.8333333333333334
C_014_0001_computer_livingroom_LAO,C_014,Nagyszobába kapcsold ki a számítógépet,Nagyon szobába kapcsolatja számított.,1.0
C_014_0001_oven_kitchen_AOL,C_014,Kapcsold ki a sütőt a konyhába,"Kapcsolatja, csütjön, konyhába.",1.0
C_014_1000_heating_kitchen_ALO,C_014,Kapcsold fel a konyhába a hőmérsékletet,"kapcsolat fel a konyáva, hogy mi eségeted?",0.8333333333333334
C_015_0010_computer_smallroom_LOAX,C_015,A kisszobai számítógépet kapcsold be légy szíves,A kisztóba izámi túlgébet kapcsolva réci lesz.,0.8571428571428571
C_015_0001_computer_smallroom_AXLO,C_015,Kapcsold ki légy szíves a kisszobai számítógépet,Kakcsolód kérjé szíves a kiszóban is számítógépet.,0.8571428571428571
C_015_0010_curtain_smallroom_ALO,C_015,Húzd be a kisszobai függönyt,Úgy bárki szabály fűködni.,1.0
C_015_1111_dishwasher_kitchen_LAXO,C_015,A konyhában kapcsold már be légy szíves a mosogatógépet,A konyhában kapcsolj már belétszéves a mosokatók.,0.5555555555555556
C_015_0001_oven_kitchen_AOL,C_015,Kapcsold ki a sütőt a konyhában,Kockcsold ki a sütőző pogyhában.,0.6666666666666666
C_015_0100_heating_smallroom_LOA,C_015,Kisszoba fűtését öö vegyük már lejjebb,Kiszabafültését begyük már eljebb.,0.8333333333333334
C_015_0001_window_bathroom_ALOX,C_015,Nyisd ki a fürdőszoba ablakot légy szíves,"Nisgye a füldőzőbábla, pokyájtunk el is.",0.8571428571428571
C_015_0001_vacuumcleaner_kitchen_ALO,C_015,Kapcsold ki a konyhai porszívót,Kockcsók ki a konyhaj porsi volt.,0.8
C_015_0010_vacuumcleaner_corridor_ALO,C_015,Kapcsold be a folyosón a porszívót,"Kaptam, hogy te a főjőső nap osti volt.",1.1666666666666667
C_015_0100_TV_room_LAO,C_015,A szobában halkítsd le a tévét,Szebálban hallgunk is lehetődébbét.,1.0
C_015_0010_vacuumcleaner_bathroom_LAO_II,C_015,A fürdőszobában kapcsold ki a porszívót,a főtő szabályban kapcsolatki a korszí volt.,1.0
C_015_0001_door_kitchen_ALO,C_015,Nyisd ki a konyha ajtót,Nysz ki a konyhálytút.,0.6
C_015_1000_radiator_corridor_AOL,C_015,Vedd föl a radiátort a folyosón,Vét felvadjátott a folyosól.,0.8333333333333334
C_015_0010_computer_room_LAO,C_015,Szobában kapcsold be a számítógépet,A szobában kapcsolatban számítógépet.,1.0
C_015_0010_fan_livingroom_ALO,C_015,Kapcsold be a nagyszobai ventilátort,Kocsódban a szobai ventirátort.,0.8
C_015_0001_vacuumcleaner_kitchen_LA,C_015,A konyhát kiporszívóznád,A konyhányi porszébóz ráad.,1.0
C_015_0010_door_livingroom_LOA,C_015,A nagyszoba ajtót zárd már be,"Látszok, hogy bajtunk rád már be.",0.8333333333333334
C_015_1111_TV_kitchen_LAO,C_015,A konyhába váltsunk csatornát a tévén,A konyhába válcunk csatornált a tévén.,0.5
C_015_0100_electricity_smallroom_AOL,C_015,Kapcsold le a villanyt a kisszobában,Kocktól le a világ is szabában.,0.6666666666666666
C_015_0010_curtain_room_ALO,C_015,Húzd be a szobai függönyt,"Húzba szobáj, függent.",1.0
C_015_0010_window_corridor_LOAX,C_015,Folyosó ablakát csukd be légy szíves,Fajósó ablakát csináljuk beléjtszire.,0.8333333333333334
C_015_0010_computer_room_LOA,C_015,Szobai számítógépet bekapcsolnád,szobai számítógépek be koppcsolnád.,1.3333333333333333
C_015_0010_radiator_kitchen_ALO,C_015,Kapcsold be a konyhai fűtést,Kockcsót be a konyhályi fűtést.,0.6
C_015_1000_shutter_kitchen_ALO,C_015,Húzd föl a konyhai redőnyt,Úgy fel a konyháját önt.,0.8
C_015_0001_vacuumcleaner_livingroom_LAX,C_015,A nagyszobában fejezd be légy szíves a porszívózást,"A nagyszerbában, fejezben így szíves a polszípózást.",0.625
C_015_0001_washingmachine_kitchen_AXOL,C_015,Harminc fokon indítsd már el légy szíves a mosógépet a konyhába,"30 fokon indíts már el légy, hogy a mosóképet a konyába.",0.5454545454545454
C_015_0010_window_kitchen_ALOX,C_015,Zárd be a konyha ablakot légy szíves,Zálda a konyhablakot éjtszíves.,0.8571428571428571
C_015_0001_door_corridor_LOAX,C_015,Folyosó ajtót nyisd ki légy szíves,"Fújusú ajtót, nyiškirítsz ide esze.",1.0
C_015_0001_window_smallroom_ALO,C_015,Nyisd ki a kisszoba ablakát,Nézz ki a kis szubból blokált.,0.8
C_015_0001_window_corridor_LAO,C_015,A folyosón nyisd ki az ablakot,A folyoson is kérdább lapát.,0.8333333333333334
C_015_0100_shutter_bathroom_ALOX,C_015,Húzd le a fürdőszobai redőnyt légy szíves,Múzzal fődő szopai redöntélytíves.,1.0
C_015_0001_door_corridor_ALO,C_015,Nyisd ki a folyosó ajtaját,"Nincs ki a fősőjt, hogy tejed.",0.8
C_016_0100_shutter_kitchen_LAO_II,C_016,Konyhába húzd le a redőnyt,Konyháva húzva előnt.,1.0
C_016_0001_heating_kitchen_LAO,C_016,Konyhában kapcsold ki a fűtést,Konyhávon kaptad ki a fűtést.,0.6
C_016_1000_heating_smallroom_LAO,C_016,Kisszobába kapcsold fel a fűtést,"kiszága, hogy sosem hűtést.",1.0
C_016_0010_fan_bathroom_ALO,C_016,Kapcsold be a fürdőszobába a ventilátort,Kaptam a függes rávalamát játott.,0.8333333333333334
C_016_0001_vacuum_bathroom_AOL,C_016,Kapcsold ki a porszívót a fürdőszobába,kopszett ki a posziót az a fűző,0.6666666666666666
C_016_1000_TV_livingroom_AOL,C_016,Hangosítsd föl a tévét a nagyszobába,"Hong Kong-us is föl a TV-et, nem csaló.",1.0
C_016_0010_radio_livingroom_AOL,C_016,Kapcsold be a rádiót a nagyszobába,Kaptad be a rádi az nácszoló.,0.6666666666666666
C_016_0001_door_corridor_LAO,C_016,A folyosón nyisd ki a ajtót,Egy kis érkező.,1.0
C_016_0001_fan_corridor_AOL,C_016,Kapcsold ki a ventilátort a folyosón,kopszörgyelent játszol főzőm.,1.0
C_016_0001_shutter_corridor_LAO,C_016,Folyosón húzd szét a redőnyt,Azt vajövőséget edent.,1.0
C_016_0001_computer_livingroom_LAO,C_016,Nagyszobába kapcsold ki a számítógépet,"Netsz a kockácsat, köszönöm, hogy előtt.",1.2
C_016_0001_door_bathroom_AOL,C_016,Nyisd ki az ajtót a fürdőszobába,Nisgy kérdett a fűző szababba.,1.0
C_016_1111_NULL_kitchen_AL,C_016,Válts csatornát a konyhában,Várcsádonát konyheva.,1.0
C_016_0100_shutter_corridor_LAO,C_016,Folyosón húzd le a redőnyt,"Köszönöm, guzzáért.",1.0
C_016_0001_window_kitchen_AOL,C_016,Nyisd ki az ablakot a konyhába,"Nincs kezd el, bárkodok, olyan három.",1.0
C_016_0010_computer_room_AOL,C_016,Kapcsold be a számítógépet a szobába,"Kosszul be a számomra, hogy ez a szabában.",0.8333333333333334
C_016_0001_computer_livingroom_AOL,C_016,Kapcsold ki a számítógépet a nagyszobába,A főttet ki a számomra gyerünk az első levet.,1.1666666666666667
C_016_0010_curtain_kitchen_AOL,C_016,Húzd be a függönyt a konyhába,"Fúzva, függé, te konyhával.",1.0
C_016_1111_TV_livingroom_LAO,C_016,Nagyszobában válts tévé csatornát,"Nincs szóval, várjátok, hogy tűnik, hogy tűnik.",1.75
C_016_1111_TV_room_AOL,C_016,Válts csatornát a tévén a szobában,"Akkor vársd el neveti, én.",1.0
C_016_0100_TV_smallroom_LAO,C_016,Kisszobában halkítsd le a tévét,"Kisza, hagyi időt.",1.0
C_016_0100_TV_room_LAO,C_016,Szobában halkítsd le a tévét,Szóval mi a hárkézletet.,0.8
C_016_1000_shutter_corridor_AOL,C_016,Húzd fel a redőnyt a folyosón,"Húszállj, nem távíg főzöm.",1.0
C_016_0001_door_smallroom_LAO,C_016,Kisszobába nyisd ki az ajtót,és szabályonyoské legyen.,1.0
C_016_0001_window_smallroom_AOL,C_016,Nyisd ki az ablakot a kisszobába,"Nincs kezdobog, lagisztóval.",1.0
C_016_0001_fan_livingroom_ALO,C_016,Kapcsold ki a nagyszobába a ventilátort,Kaptad ki a necsevában telt.,0.6666666666666666
C_016_0001_curtain_room_AOL,C_016,Húzd szét a függönyt a szobába,Húst érte a függent a szabában.,0.6666666666666666
C_016_1000_heating_kitchen_LAO,C_016,Konyhába kapcsold fel a fűtést,Konyem a kosztor felvítésd.,1.0
C_016_0001_radio_livingroom_LAO,C_016,Nagyszobába kapcsold ki a rádiót,Nesze akartatkozász!,1.0
C_017_0001_oven_kitchen_LAO,C_017,A konyhába kapcsold ki a sütőt,A konnyhába kapcsolat kiosítőt.,0.8333333333333334
C_017_1111_NULL_kitchen_LA,C_017,Konyhába válts csatornát,"Konnyhába vágy, csatornát.",1.0
C_017_0001_door_corridor_LAO,C_017,A folyosón nyisd ki az ajtót,Főjös van nincs teszedet.,1.0
C_017_0001_computer_room_AOL,C_017,Kapcsold ki a számítógépet a szobába,"Kapcsolat kiasz, sámi törgépp, a továbbó.",0.8333333333333334
C_017_0100_electricity_livingroom_LAO,C_017,A nagyszobába kapcsold le a villanyt,A nekis szabávokat tudják vélni.,0.8333333333333334
C_017_1111_radio_kitchen_LAO,C_017,A konyhába váltsál csatornát a rádión,a Konnyhába vágycsa-ácsatornát a rádéval.,0.8333333333333334
C_017_0100_shutter_bathroom_LAO,C_017,Fürdőszobába húzd le a redőnyt,"Firdesz vabba, húz lenned?",1.0
C_017_1000_TV_kitchen_AOL,C_017,Hangosítsd fel a tévét a konyhába,Hánygorszítva a dévet a konnyába.,0.6666666666666666
C_017_0100_TV_bathroom_AOL,C_017,Halkítsd le a tévét a fürdőszobába,"Halkizát, TV-t a külsöszababól.",0.8333333333333334
C_017_0001_computer_smallroom_LAO,C_017,A kisszobába kapcsold ki a számítógépet,kisz szavába kapcsolatkoz a számítógépet.,0.8333333333333334
C_017_0010_kettle_kitchen_AOL,C_017,Kapcsold be a vízforralót a konyhába,"kapcsolatból, a visszforral, a konyhába.",0.6666666666666666
C_017_0001_window_bathroom_LAO,C_017,A fürdőszobába nyisd ki az ablakot,A füldes szobában is kezdve a rohot.,1.0
C_017_1000_TV_room_LAO,C_017,A szobába hangosítsd fel a tévét,Szerintem a srácokat.,0.8333333333333334
C_017_0010_radiator_corridor_LAO,C_017,A folyosón kapcsold be a radiátort,A folyoson kapsodből a diától.,0.6666666666666666
C_017_0010_computer_smallroom_LAO,C_017,A kisszobába kapcsold be a számítógépet,A kíszavába kaptott be a számító gépet.,0.6666666666666666
C_017_0010_fan_bathroom_AOL,C_017,Kapcsold be a ventilátorokat a fürdőszobába,"kapcsolva venti, látereket a fődőst ovába.",1.0
C_017_0100_TV_corridor_LAO_II,C_017,Folyosón halkítsd le a tévét,Fújra is van hál kis látévet.,1.2
C_017_0010_radio_livingroom_AOL,C_017,Kapcsold be a rádiót a nagyszobába,kapcsolatből rádi ott a nagyszorvába.,0.8333333333333334
C_017_0100_shutter_livingroom_LAO,C_017,A nagyszobába húzd le a redőnyt,"A neki szabályok, hogy látod.",0.8333333333333334
C_017_1000_electricity_room_AOL,C_017,Kapcsold föl a villanyt a szobába,kapt short fel a vilányt a szabából.,0.8333333333333334
C_017_0001_fan_livingroom_LAO,C_017,Nagyszobába kapcsold ki a ventilátorokat,"Nagyszer bárba kapcsolatok, hogy a venti látorokat.",1.2
C_017_1000_electricity_livingroom_LAO,C_017,A nagyszobába kapcsold fel a villanyt,"A nácszorbával kocsot, hogy felé leint.",0.8333333333333334
C_017_0010_vacuum_bathroom_LAO,C_017,A fürdőszobába kapcsold be a porszívót,Üdvesszük a vállmakam csodra a porcokot.,0.8333333333333334
C_017_0010_vacuum_kitchen_AOL,C_017,Kapcsold be a porszívót a konyhába,kapcsolatba a porszívot a konyhába.,0.6666666666666666
C_017_0001_computer_livingroom_AOL,C_017,Kapcsold ki a számítógépet a nagyszobába,kapcsolatka a számi togépet a nács szabába.,1.0
C_017_0100_TV_kitchen_AOL,C_017,Halkítsd le a tévét a konyhába,Halkizlát évet a konyhába.,0.8333333333333334
C_017_0001_fan_corridor_LAO,C_017,A folyosón kapcsold ki a ventilátorokat,A folyason kapcsolatja a ventiláltarokat.,0.6666666666666666
C_017_1000_TV_bathroom_LAO,C_017,Fürdőszobába hangosítsd fel a tévét,Fődő szobába hangos isten a tévét.,1.0
C_017_0001_curtain_room_LAO,C_017,Szobába húzd szét a függönyt,"A szlava húzt érte fel, gint.",1.2
C_017_0010_fan_smallroom_AOL,C_017,Kapcsold be a ventilátorokat a kisszobába,kapcsolatban a ventilátorokat a kisztafába.,0.5
C_017_0001_fan_room_AOL,C_017,Kapcsold ki a ventilátorokat a szobába,kapcsolatok a ventilátorokat a szobába.,0.5
C_018_0100_TV_smallroom_AOL,C_018,Vedd lejjebb a tévét a kisszobába,"Vennem, az éve cokit se vám.",1.0
C_018_0010_computer_livingroom_LAO,C_018,A nagyszobába kapcsold be a számítógép,"Nóit se válva kopt, hogy be, ha se mi dögök.",1.6666666666666667
C_018_0001_window_corridor_AOL,C_018,Nyisd ki az ablakot a folyosón,"Nincs kell, gondolom, hogy ne fogja.",1.0
C_018_0010_toaster_kitchen_LAO,C_018,A konyhába kapcsold be a pirítógépet,"A konyháma kapcsolat beapítsa, hogy be.",0.8333333333333334
C_018_0010_window_bathroom_LAO,C_018,Fürdőszobába zárd be az ablakot,Üdvöszön a zágnózavzokot.,1.0
C_018_0001_curtain_smallroom_LAO,C_018,Kisszobába húzd szét a függönyt,"Ki se várva, húst se jön.",1.2
C_018_0010_washingmachine_bathroom_LAO,C_018,A fürdőszobába kapcsold be a mosógépet állítsd hatvan fokra,"A függes semmi van, kocsor be a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a függes, a fü",16.333333333333332
C_018_0010_radio_room_OAL,C_018,A rádiót kapcsold be a szobába,"Az állni út, komcsolva szemállal.",1.0
C_018_0001_door_room_LAO,C_018,A szobában nyisd ki az ajtót,"A szemával ne is kérd el, hogy tudom.",1.1666666666666667
C_018_1000_shutter_bathroom_LAO,C_018,Fürdőszobába húzd fel a redőnyt,Fügyesz a babahúsz fel a reggelt.,0.8
C_018_0001_fan_corridor_LAO,C_018,Folyosón kapcsold ki a ventilátor ,"Puer se olyan kapcsolatok, amelyre átol.",1.2
C_018_0001_window_kitchen_LAO,C_018,Konyhába nyisd ki az ablakot,Konjábuniski oda blokor.,1.0
C_018_0010_radio_livingroom_LAO,C_018,A nagyszoba kapcsold be a rádiót,"Na, és semmi akarom csorban, hanem.",1.0
C_018_0100_radiator_livingroom_LAO,C_018,Nagyszobába vedd le a radiátort,"Naise baba, vele arra riátor!",1.0
C_018_0010_kettle_kitchen_AOL,C_018,Kapcsold be a vízforraló a konyhába,"Konszolút, hogy valószínűleg, hogy hagyom.",1.0
C_018_0001_toaster_kitchen_LAO,C_018,A konyhába kapcsold ki a pirítógépet,A konyhába kapcsol ki a pizsogében.,0.3333333333333333
C_018_0100_shutter_kitchen_AOL,C_018,És húzd le a redőnyt a konyhába,És húz le a legyőkonyhával.,0.5714285714285714
C_018_0001_washingmachine_kitchen_AOL,C_018,Kapcsold be a mosógépet állítsd harminc fokra a konyhába,"kapcsolom me a mosúgében, állis, hallni a pokra a konyába.",0.8888888888888888
C_018_0100_electricity_kitchen_LAO,C_018,A konyhába kapcsold le a  villanyt,Okonjából kapszördább érne.,1.0
C_018_0100_shutter_room_AOL,C_018,Húzd le a redőnyt a szobába,"Újz be az eddény, hogy szavába.",1.0
C_018_0001_fan_room_LAO,C_018,Szobába kapcsold ki a ventilátort,"Aztán a kis szabából kopt, hogy ki van törődött.",1.6
C_018_0100_shutter_livingroom_LAO,C_018,Nagyszobába húzd le a redőny,"Na, hogy se bárba húzja a leved.",1.2
C_018_1000_TV_kitchen_LAO,C_018,A konyhába vedd feljebb a tévét,A konyhámo lesz felyemot éve.,0.8333333333333334
C_018_0100_electricity_room_AOL,C_018,Kapcsold le a villanyt a szobába,"Kocsóna, vinajtusztok, vávok!",1.0
C_018_0010_fan_room_AOL,C_018,Kapcsold be a ventilátort szoba,koptul be a ventőváltul szúva.,0.6
C_018_0010_vacuum_kitchen_OAL,C_018,A porszívót kapcsold be a konyhába,A poszívos kocsóvákonába.,0.8333333333333334
C_018_0010_fan_bathroom_LAO,C_018,Fürdőszobába kapcsold be a ventilátort,"Üdülsebb abba kapcsolj, beöventül azon.",1.0
C_018_1000_electricity_corridor_LAO,C_018,Folyosón kapcsold fel a villany,"Pőjön, s van komfort, bármilyen.",1.0
C_018_0010_computer_smallroom_OAL,C_018,A számítógépet kapcsold be a kisszobába,A samizulnében komcsol beokítavával.,0.8333333333333334
C_020_0001_TV_corridor_AOL,C_020,Kapcsold ki a tévét a folyosón,"A különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a különbözőség, hogy a külön",20.0
C_020_0010_heating_smallroom_LAO,C_020,A kiszzobámban ö kapcsold be a fűtés,ahis szavában kapcsolva a hűtést.,0.8571428571428571
C_020_0010_door_corridor_AOL,C_020,Zárd be az ajtót a szo a folyosón,Nendáva majd totálva.,1.0
C_020_0001_computer_livingroom_LAO,C_020,A nagyszobában kapcsold ki a számítógépet,hagyzobában kapcsolat kieszámító éppet.,1.0
C_020_0010_radio_room_AOL,C_020,Kapcsold be rádiót a szobában,Aki nem is.,1.0
C_020_0100_TV_bathroom_AOL,C_020,Csendesítsd a tévét a fürdőszobában,"Tudod, hogy a kis életet is van?",1.2
C_020_0010_vacuum_kitchen_OLA,C_020,Porszívót a konyhában kapcsold be,A porcig volt a konyhámban kapcsolva.,1.2
C_020_0001_vacuum_room_OLA,C_020,Porszívót a szobában is kapcsold ki,a borszívot a szobában is kapcsolat ki.,0.6666666666666666
C_020_0001_door_bathroom_LAO,C_020,A fürdőszobában nyisd ki az ajtót,és kibbeszolvában nincs ki a lehetót.,0.8333333333333334
C_020_0001_TV_room_AOL,C_020,Kapcsold ki a tévét a szobában,A kia TV-et a szobában.,0.8333333333333334
C_020_0100_electricity_room_AOL,C_020,Kapcsold be a villanyt a szobában,"abcsolg, hogy a világon a szobában.",0.6666666666666666
C_020_0001_vacuum_room_AOL,C_020,Kapcsold ki a porszívót a szobában,"kaptam, hogy járból szélt a szobában.",0.8333333333333334
C_020_0010_TV_room_AOL,C_020,Kapcsold be a tévét a szobában,Hoppcsolta a TV-t a szobában.,0.6666666666666666
C_020_0001_radio_kitchen_LAO,C_020,A konyhában kapcsold ki a rádiót,Akkor nyhább magad sod ki ráadja.,1.0
C_020_1000_shutter_kitchen_OLA,C_020,A redőnyt a konyhában és a függőfolyosó és a konyhában húzd fel,"A redényt a hóngyhában, és a hülygők vagy a hóngyhában húzz fel.",0.5833333333333334
C_020_0010_window_room_LAO,C_020,A szobában zárd be az ablakot,A szubában zább az abla volt.,0.8333333333333334
C_020_0100_electricity_corridor_AOL,C_020,Kapcsold le a villanyt a folyosón,Kapszsorlagják a folyason.,0.8333333333333334
C_020_0001_radio_smallroom_LAO,C_020,A kisszobában kapcsold ki a rádiót,Aki szabában kapcsolat kérdjük.,1.0
C_020_1111_TV_livingroom_LAO,C_020,A nagyszobában válts csatornát a tévén,"Azt szobába válsa, továbbében.",1.0
C_020_1111_TV_kitchen_AOL,C_020,Válts csatornát a tévén a konyhában,Válcs csatornát a tévén a konyhával.,0.3333333333333333
C_020_0100_TV_room_LAO,C_020,Szobában csendesítsd ki csendesítsd a tévét,szobában csendesítszik a tévét.,0.8333333333333334
C_020_0100_TV_smallroom_AOL,C_020,Csendesítsd a tévét a kisszobában,"Csendesítsa, kérje, hogy híszolvában.",1.0
C_020_0001_fan_smallroom_AOL,C_020,Kapcsold ö ki a ventilátort a kisszobában,kapcsolat ki a ventilátort a kiszavában.,0.42857142857142855
C_020_0001_washingmaschine_bathroom_AOL,C_020,Kapcsold be harminc fokon ö mosógépet a fürdőszobában,"Azt mondta, hogy ha a szóval a mosogépet a hölbe szolgálva.",1.25
C_020_1000_shutter_corridor_LAO,C_020,Folyosón húzd fel a redőnyt,A hújra is van a hújra.,1.0
C_020_0001_door_smallroom_LAO,C_020,A kisszobában nyisd ki az ajtót,"Piszta, lában is keződve.",1.0
C_020_0001_TV_smallroom_LAO,C_020,A kisszobában kapcsold ki a tévét,is szabályba kapcsolat kert érjét.,1.0
C_020_0010_door_kitchen_AOL,C_020,Konyhában zárd be a ajtót,"Já van, lát be a van.",0.8
